A11:Subject Knowledge,A12:Teaching Methods – Theoretical Knowledge,A13:Teaching Methods – Practical Application,A14:Information Literacy and Management,A15:Languages,A16:Academic Literacy and Numeracy,A21:Analyzing,A22:Synthesizing,A23:Critical Thinking,A24:Evaluating,A25:Problem Solving,A31:Inquiring Mind,A32:Intellectual Insight,A33:Innovation,A34:Argument Construction,B11:Enthusiasm,B12:Perseverance,B13:Integrity,B14:Responsibility,B21:Preparation and Prioritization,B22:Commitment to Teaching,B23:Time Management,B24:Responsiveness to Change,B31:Continuing Professional Development,B32:Student Feedback,B33:Networking,B34:Reputation and Esteem,"C11:Ethics, Principles, and Sustainability",C12:Intellectual Property Rights and Copyright,C21:Research Strategy,C31:Income and Funding Generation,D11:Team Working,D12:People Management,D13:Supervision,D14:Mentoring,D15:Influence and Leadership,D16:Collaboration,D17:Equality and Diversity,D21:Communication Methods,D22:Communication Media,D23:Publication,D31:Teaching,D32:Policy,FDP_need
1.722541392,8.854329966,6.190215575,1.986233174,5.956908629,5.626311125,1.413116253,5.598131586,8.841719929,4.283952463,5.418840043,8.166444481,6.784466774,9.746418728,5.574886005,5.916671992,6.683470168,1.883805606,3.413449177,4.143643648,8.766290433,4.676622866,8.252088946,6.120977379,5.682782514,2.325951985,9.510809639,8.446609942,5.036755387,4.259865222,7.28951996,8.806771516,3.24345939,8.763508623,4.673651063,6.202748266,5.632555793,5.92163687,4.412559971,6.24554525,7.765418074,4.322418507,9.467364314,0
3.639493864,9.258873615,4.461741697,7.657129571,5.760676376,4.456626349,2.856693042,8.829237092,3.544994797,7.81917379,3.254037922,3.937682878,4.909155238,2.855351942,5.854999067,7.564703571,6.920502491,5.706767257,6.734641636,1.421765878,5.712108932,4.105756187,6.629423352,5.324865116,3.884135078,9.921073812,7.44549432,8.046196657,4.330941956,9.19848709,2.718371648,9.056367364,6.096590645,9.460086907,2.255320817,2.890349373,5.465615556,4.901643502,1.063391664,8.521112754,6.74760685,1.111891689,9.210357515,0
8.016643023,9.430304254,8.734143534,7.013672772,1.173212168,1.46964911,3.481623529,9.454119681,4.704224845,3.595687731,1.005525769,3.394003955,4.155412342,7.869645199,9.904864474,9.097039733,9.779516844,7.658788229,3.405171385,8.329855685,2.655499089,9.081314734,1.6184614,5.053443245,9.55923655,2.889747364,5.994458884,8.318734721,8.44656297,7.97219961,6.372588812,8.420291995,9.383831022,8.282014889,2.119882371,6.997444953,4.960955174,1.17545607,9.484386875,3.757870208,1.617480331,1.445034893,4.747436773,0
7.625627415,7.408370161,6.087508907,8.321511558,5.725039131,5.897830081,6.26543586,5.350601517,6.835485141,6.950026496,3.279595059,6.740252307,2.306841159,6.670125418,5.421187554,6.207555235,1.965108578,2.11131053,5.887535302,3.244147093,8.986497443,1.778763907,3.408510833,1.691673727,2.499792513,5.049553562,4.144931156,8.420758691,3.388566882,5.81337432,8.671565806,8.766153303,9.228530583,4.929175462,2.542020003,4.068349322,8.827850836,1.219853063,6.71358729,2.871679182,8.472532987,1.896856832,4.422369859,0
6.804133297,4.376909677,9.426934413,8.578452496,1.430190953,6.673199214,2.247439348,1.983963464,2.725587256,8.203122451,6.970677216,4.23175137,8.773442829,9.153142406,7.882014338,5.90467859,7.720535238,4.303569017,8.963692324,2.910027336,2.75916343,3.510472135,1.219442416,4.912896414,4.279337803,3.222099665,1.950561327,3.806512236,1.717054758,6.750777426,1.081927047,5.741270826,7.406334712,7.454054909,6.516334564,1.396268807,5.568516487,8.423465817,9.446676762,9.476570859,9.797715758,9.038470289,5.98533902,1
5.139904725,6.526255832,7.474219551,9.353874579,9.840236224,9.360944168,5.47064603,5.475692309,3.514664722,3.661521433,6.586074242,3.515513583,5.266533266,9.33223558,8.637228351,6.100116412,4.996163176,1.482707288,6.377806268,1.426414083,1.018488292,9.320755459,6.547319719,3.641034217,8.993152252,4.954947681,3.523623047,2.210377115,4.253909517,5.055629491,7.021043335,1.488841236,5.826654969,2.859156458,1.42913295,7.603288688,3.328980983,8.060255039,1.015517569,6.096653248,4.01889427,1.013246941,3.464205938,0
1.631398131,9.219930306,9.466288532,9.454472556,1.158755267,3.247975396,5.719979477,8.76663741,3.351403779,5.711276074,5.463903898,2.542529935,4.568981744,1.622237454,5.546071075,6.616230459,8.938502503,8.118617323,8.806605138,6.532957786,4.33743635,9.231299157,6.566286251,5.98220929,8.441284537,8.919799502,6.587329698,8.751533533,5.599508594,1.860809021,4.445002813,3.101817814,8.496562683,8.555014506,1.072083808,1.176763038,9.414903229,6.559501672,2.41199443,7.409414258,4.521288501,6.077232652,4.036189819,1
4.238764524,5.143512403,5.974252639,7.846574087,1.421846506,4.144859875,2.45802766,8.872508377,5.588048069,1.900308599,2.572325044,7.976569191,8.077341702,7.745549346,1.648766418,6.124521499,4.715746585,9.15648376,6.35091003,1.90858657,5.37692174,9.540246529,7.549566027,4.73475393,9.285458477,3.838950184,1.758070486,5.418524324,6.721665504,4.710879896,2.56856773,9.606441575,3.814205823,2.206682513,9.753938459,2.394100039,4.956134706,6.004612811,5.400058057,5.208312709,5.625840816,3.950201232,9.427273182,0
2.083683507,3.980237734,2.313144879,2.640568348,6.056255152,2.841751138,9.308656455,4.572027216,8.755363345,5.796926199,8.263563025,5.21827002,3.42909171,6.473223603,2.985841757,9.096796169,5.431368922,2.029377485,8.966411358,8.779676583,5.417844618,8.172175477,7.511566924,5.721392837,6.08123454,1.130558534,5.805455883,6.144296691,7.411668557,1.690767067,4.800663066,5.109008692,5.787315289,3.306995285,8.442023556,9.897041712,6.576683442,9.453369707,3.351073632,2.814673729,4.462104683,7.074108001,3.032956621,1
6.878160259,8.784372856,1.599170537,2.425132533,7.246068028,4.218213744,3.165925921,7.244713616,8.052316004,8.701215168,6.316343679,4.440213316,4.826032267,1.960345475,2.878978971,3.213890104,3.781111011,2.918078218,8.388144342,7.488127994,9.637133782,4.561041067,3.491018624,9.100310903,6.613871829,8.915675826,4.120474893,7.12921461,3.291756961,3.666036874,6.879668089,4.554165339,6.133207436,2.371245331,9.781278104,8.655691954,9.411594815,1.707332407,6.767894922,4.745214261,1.213850788,4.532329842,2.804543235,0
7.391564846,1.720873093,7.166647025,4.90792722,6.007698026,8.104569162,1.994438605,5.965140718,7.701372397,3.934281174,1.993736316,4.302650721,4.864550596,4.2818557,9.965480279,4.627687036,8.797912198,1.559868085,6.641466785,8.09243147,3.986661135,7.155390812,6.43943516,9.221949231,1.653208829,7.189506306,1.582131893,1.218797351,7.20750763,1.060705891,3.412195067,9.821930156,5.073002865,5.01939657,5.553817188,1.132942534,8.519813996,5.374597829,5.283151485,5.388747685,5.733499034,5.100035971,7.131424247,0
7.851623852,7.729507385,6.179899847,8.129274259,7.995690463,7.230591051,4.056087101,9.668386796,3.363393056,9.95504594,5.248640684,9.751389502,7.381659981,9.529375392,3.663520569,6.533545027,2.416689206,9.242796494,8.996434588,8.599298582,9.661379932,1.282259929,2.073485687,3.137692863,2.26413443,6.292185343,3.502350641,6.830404322,1.3417335,4.881448459,9.368395549,2.70738158,1.565964759,7.198906596,1.110075271,8.243442018,3.68339075,2.489325086,2.613620337,3.943408785,8.456858719,4.860551877,8.97987432,0
1.052362172,7.984633822,8.990896527,9.765067689,9.762479452,8.79375785,8.793150592,2.46389727,1.753363194,7.502344605,5.191705088,2.509560349,1.840963405,1.350369553,1.599279137,9.506900286,3.780817429,7.663509586,3.509119515,6.477673344,5.902056197,1.865185373,2.853831706,2.023702134,3.537148287,4.370000399,9.104091291,3.375922668,4.052818682,2.321854202,7.105428012,5.450429272,1.702126729,3.94875914,4.039102008,2.043991283,8.947956601,1.613759475,4.90956868,1.17795798,6.871485428,2.60620479,9.022279317,0
8.864493432,2.576224503,1.212241709,6.920078273,1.937612107,8.140111998,1.499273799,4.041875221,1.462339016,5.579471132,9.553591261,2.473970666,3.399687257,8.386120435,7.629779583,3.594660766,9.176920369,6.766004292,8.513163044,2.107433794,2.581356741,8.387134681,5.188617752,6.221473804,5.600966655,9.317705796,3.998350812,5.775356705,5.225446143,4.364550626,4.85481496,9.455251979,2.645079324,6.782078085,1.493607721,7.186178133,7.282842556,5.523216159,1.634735887,3.773560405,1.81937177,9.80590293,6.209717062,1
5.123721416,2.692925214,8.997136029,6.321615826,9.45270311,2.517735396,8.028776469,5.134590541,3.385786424,9.370470109,7.134056615,5.574941136,7.566664407,9.777565112,9.809556953,2.362105164,6.591640424,3.987430787,1.804323654,1.852299053,9.256399788,8.067382237,4.00037825,6.54621561,6.133716076,4.106358123,5.098133095,6.434351044,5.763831708,5.712757595,6.295930425,1.686402528,3.170389427,4.876443036,7.74916512,6.133151164,1.870399633,5.826985828,8.853616946,6.262386292,6.179292862,7.666447639,5.833315298,1
3.252499227,7.196302203,7.395323073,9.645422839,7.210899075,8.416107879,7.712839118,2.892704391,7.373114526,7.707054792,2.226613916,5.469769276,1.828881269,3.192625835,7.627323695,9.850803094,6.298721691,3.522891644,4.86314579,6.566194201,3.712495786,6.603599465,5.009415923,2.42442019,4.398438106,2.69381628,9.657591901,6.957843685,5.046084862,2.861886621,7.189985602,9.291114713,9.246054268,3.482182227,7.454538182,6.592101648,3.918470909,9.250038852,5.066980373,1.687110902,8.525763868,6.211677559,5.150990234,1
3.785294362,9.779949074,5.116457799,2.09135529,6.16275421,1.634606024,2.019681073,3.562329187,2.892890172,5.137762387,1.427244753,9.662262896,7.637111314,4.668319193,6.941280874,9.252264447,8.739167176,5.182385182,4.785514488,6.786420408,5.486383384,2.997684527,6.925232872,9.458060103,3.297031475,2.565508287,6.193978986,8.51789495,5.880729862,9.903895014,4.492683098,3.8826114,5.028713998,3.978704764,9.123568618,7.094530906,5.610615761,5.407869418,4.658088084,2.97945112,2.979755206,2.440704122,7.018660839,0
3.258180999,7.181121158,4.316908963,8.233687847,6.542710017,4.159334194,4.30007849,5.882527884,2.663274211,8.526393351,4.601109401,1.391255849,6.24952248,7.140207002,6.729722906,3.269100239,8.717196016,9.269222477,2.234222064,1.382495241,7.166517847,9.846723722,6.927255617,5.676600246,1.302475108,1.248187779,8.49814017,9.502306392,3.995228093,8.978045879,4.880158502,2.485586349,4.176562125,9.971324319,6.726481404,4.614914806,2.716815404,6.346124738,2.253100877,7.963397746,1.717642593,8.728293081,4.988428022,1
7.302020655,8.367586904,5.583442552,4.520832504,6.519166034,3.979344953,1.113997233,9.819380243,2.196855147,3.726939517,7.2827001,5.231729484,7.01635825,9.464157738,5.137213462,7.378772142,4.136830402,9.128369533,2.83394033,9.383918607,7.422255347,7.362928326,4.465706548,4.285038941,3.396290751,5.975389623,6.946480299,9.1312836,3.605644347,1.666544236,9.429374445,2.178330877,1.726978017,3.770244566,7.916265021,7.515276028,8.518301062,4.28928522,8.330641369,4.699557788,9.197333712,4.762656155,9.31973067,0
3.391657419,3.590632031,1.235207581,7.350695203,7.996214807,1.91625488,9.451342286,6.050566954,1.781306082,7.037186316,9.165148739,5.73015274,2.252843337,3.997918565,7.233763575,2.137083566,5.360090607,9.443172197,2.308956097,9.981237208,4.930015575,7.096181683,8.209567022,7.815094611,8.515149876,6.890763653,5.392045935,8.72101217,9.636754012,7.721050934,2.41840774,3.249275911,6.531489179,2.577261163,4.834623331,4.165382035,5.353617457,7.203619513,6.384703387,5.375154247,5.480638298,9.46434452,9.154284449,1
2.89848976,9.51281264,5.930254751,3.201728978,8.777969463,4.211406408,1.78112668,4.952598341,3.668010113,7.101536621,2.634324412,1.573791125,6.354556243,8.748071188,5.517622373,7.055081017,7.514935739,6.521697602,4.46834599,3.114253249,7.471872048,5.529244599,2.252030692,4.955590127,2.288768943,7.0141281,3.735679389,2.622318045,2.783843442,6.368760964,3.199169144,9.93152378,4.038099039,6.326218114,2.019192743,5.825390353,6.526775416,8.918170863,2.394889237,5.306634221,2.662820177,7.527384107,6.642647342,1
3.492545269,2.094422755,7.859067994,1.864898116,2.350523606,1.805478098,7.619855542,7.921754176,8.434443172,7.873154138,9.294304266,4.018594784,1.744224148,4.862323199,1.756224378,5.293679134,9.344454159,1.069517946,1.819453093,8.734878638,2.007269444,5.783187529,2.947786369,6.500022901,5.281100109,7.718166517,9.168167679,9.864103409,6.09243932,6.821973851,2.375450801,1.297156117,2.847030498,7.660012326,3.201543469,4.692134177,1.635367389,2.257271218,2.275471842,3.057030589,6.17252592,7.887261071,9.994207744,1
3.360550512,2.740592373,4.50744743,1.794861026,8.197391978,2.786746138,3.321256402,9.597520617,6.682740631,4.971755619,4.393736171,4.227038845,4.560576763,1.457481929,5.44436299,2.224835298,9.936451053,6.206291317,9.721879061,5.740398898,1.451248562,9.205527754,7.665043714,3.901944518,7.512398015,9.162559623,7.719102809,2.535475757,6.770344517,4.525090466,3.119127548,2.623441049,5.893940824,9.333849529,6.762302377,3.791565172,6.636284914,9.790369317,8.432867557,2.943572246,8.149974069,7.849072137,5.197138623,1
7.931292487,1.580366268,1.645826504,1.031368886,8.621199766,6.868957861,8.846239856,7.169638472,1.390685774,4.311084229,6.026956735,8.704123786,9.47899665,2.125481832,1.090491693,9.692057363,1.137333601,6.913051398,4.779023768,3.088806098,6.600717845,5.067476415,2.721598328,7.168394402,6.332226346,5.299691599,2.537744614,2.066602328,7.414291741,9.930637273,6.868077897,3.165501355,2.145287972,1.735165252,1.162261557,5.766114381,9.717565918,9.346993116,2.076115888,9.945626174,9.944354378,3.417232581,4.302746033,0
8.794611477,2.865996025,8.391573287,3.723072335,9.391700298,5.383994321,5.391698708,5.375365543,1.275762437,2.440819389,7.074412636,3.836604924,3.75557937,4.592107812,6.505939195,7.498033788,9.759106699,7.638928862,3.166191093,2.402443528,1.234599602,1.950169057,1.003177803,1.282903031,7.194399044,4.849204432,5.919273737,9.767269708,6.853051368,6.721403635,8.106236409,2.601894286,5.60903459,6.031213059,7.010143875,5.558485593,6.454017705,4.938968755,2.967527255,7.401469543,7.116856228,6.389163682,6.69822069,1
1.474061169,5.634760968,3.222120322,3.761197042,1.815867163,9.135365724,4.707735406,2.547058746,5.161847601,1.780860343,8.43875364,3.365679895,3.230400809,3.785394084,1.509709934,8.645974221,5.718496875,9.205445402,2.251880798,2.85282021,9.451857508,3.228192827,1.422797819,2.566073153,8.473694939,7.344797283,6.392484912,6.378513961,6.015775897,5.878741592,6.685856073,4.055662589,1.494343364,8.000664864,8.885401906,9.51386196,7.506605389,6.906495741,4.933566338,7.345942318,9.231250918,8.071559733,9.281142516,1
2.116662868,5.108285763,4.487363122,2.812593921,8.041517863,7.783665558,7.806111471,2.241519628,4.893727789,5.405714738,2.406529703,6.912468069,3.845198852,7.880455581,5.795442316,1.729186188,4.580168107,8.666910787,4.169960269,2.35787316,7.390684758,2.580235593,7.083876115,7.356609872,9.947706555,4.661538776,7.860531233,7.769960348,5.630740361,1.19629151,3.238290503,1.691316591,3.254759343,1.793490788,1.708181938,1.863627028,4.464024621,5.743266844,3.372941876,2.433255987,9.179431182,4.293014536,8.17823652,0
1.366191825,2.541270159,7.028832785,4.544171028,2.550998829,6.781631432,5.562262034,2.033087789,5.73819035,9.19684973,3.790321546,6.979831267,8.060588308,9.919965817,4.130826018,3.638405378,9.120430099,7.357363245,7.841234081,2.717993709,3.390043713,6.157508914,6.680232894,3.681078021,1.710433967,9.590093826,9.728847995,6.162875837,6.877583999,6.202768688,4.203520667,4.504460014,8.709668764,9.996998217,3.492069635,1.213980425,3.479629248,4.94645659,3.333327965,2.573877805,2.828839036,8.409017345,1.678972069,1
9.644769289,1.437885002,6.070971714,4.544511047,3.572045871,7.668419138,7.744147023,9.325590316,3.314412065,4.124023527,1.78302749,5.399076,7.182688023,1.950460846,9.640869274,5.097611069,9.846704689,6.578605733,5.922950517,6.132548449,5.264951092,3.479484817,7.479537187,9.828434833,6.605546428,2.46834065,2.441073519,4.448668384,8.189478841,6.805449532,1.768354251,2.94242122,1.114076413,1.189357949,6.983627564,2.503973942,1.975600186,3.815964766,6.314510091,2.445523545,4.367173992,7.568058331,9.835665082,1
9.362282484,3.1012375,4.080723461,8.625896756,6.013673071,8.041484453,4.510936979,2.72369403,9.043055298,5.966859255,4.130493373,5.908852389,6.88376287,1.467506211,4.309927381,2.175096793,5.372300712,2.354401897,9.772444427,9.616322443,6.521711874,3.932070426,9.185446324,9.448993909,6.584955056,3.642205989,7.394362495,9.838631661,6.922084175,9.446160566,8.389796333,2.539653584,9.663894782,8.421947473,8.325766486,1.942992616,6.872540657,2.898688968,1.344209926,7.665634734,9.860060484,5.253960504,7.25205621,0
6.423253378,6.792977416,3.778742881,8.203890208,1.480190608,5.960721554,2.103797588,6.656869882,1.316367532,4.523136742,3.086949656,6.358414341,2.735351647,7.234605918,1.323626066,2.912898632,7.123806663,3.370028292,5.682048509,5.111508148,4.816135645,7.602523444,7.705492487,1.758482912,5.363233185,1.634056963,9.54879162,9.96869247,3.77370217,4.999877391,4.605537799,7.902537712,3.572465166,1.826187415,4.211421788,1.09383166,4.076360712,2.438472754,5.9605849,7.743254019,2.624215715,7.648686036,9.104967464,1
2.158872914,4.622928588,7.465250156,4.823685555,7.751172546,3.990057622,7.80154719,2.210054468,4.993800902,8.670429442,1.067692136,7.618842203,9.518272278,3.776355087,4.593315293,7.135020515,5.216513266,3.547962912,4.956440472,8.560241172,1.665623943,9.995120214,1.256758105,5.377267547,5.702895192,3.668097071,6.974079436,3.580659511,2.538618132,8.548233936,4.164654972,5.117729027,1.874471553,9.531673161,9.451933403,7.609934824,8.461216307,7.405867249,1.933056419,1.389039809,3.344575566,6.827235341,8.402412745,1
2.477953383,3.675860261,4.069983264,1.757007962,5.328312349,1.780475218,9.683676734,4.185310465,2.030647217,1.765276485,6.423591346,9.007146754,1.446820181,2.433050653,8.872674888,8.219934906,5.413191093,2.117009155,5.460401862,9.165751744,9.301442129,2.471307494,6.491372253,8.967716522,9.084918958,7.599031645,8.635422323,9.054577234,5.459412438,3.534320577,3.105031909,5.353882489,4.170688372,8.095378498,1.259430141,3.021459337,1.128095988,8.173420401,5.447164654,8.645038644,7.35702071,1.717477464,2.028428612,0
7.937062032,5.599550894,6.542623611,4.969948147,1.735432854,7.733918625,9.199190106,5.208577591,2.859927215,9.390275286,5.979209768,4.222335821,9.217117894,1.610076727,6.14496637,3.127878526,8.503935392,1.869710186,1.213802489,1.019893816,4.328962341,5.518900283,1.800227058,3.98778813,1.019989202,6.693337502,7.516712981,1.318584729,9.08122521,4.362175672,1.503375043,2.794049188,6.514196212,6.911057476,5.302347923,1.549956054,9.927277343,1.049982724,8.089094343,5.230466513,8.751842557,4.902503089,8.610304444,0
6.394897861,9.781307603,7.748055975,5.548297455,1.856235739,3.089553816,6.396092298,6.13075769,1.953888326,3.137992915,6.336984142,3.010148598,9.183574292,4.079581346,2.684268776,8.241747692,4.338269609,7.210041883,2.083438895,2.826276478,2.777956397,6.341004858,2.071684541,2.421506653,5.123179997,6.058706689,4.023369312,3.904845326,2.769161342,3.213001202,8.667390861,3.064869632,3.907775702,2.784469472,6.072410366,4.204412657,8.617797414,9.295708961,6.956853375,9.527190731,4.40927383,9.392180382,3.071816188,1
7.864432987,6.240023967,4.370074791,8.163186604,5.167639653,2.721712551,3.450042597,6.689004852,7.16585017,5.859353432,4.458394773,7.654766849,9.288297548,2.550931386,9.64389375,4.712812143,8.409637419,6.689849016,8.3498032,6.198138364,6.272712743,8.686084934,7.629781258,1.317433025,7.879981951,6.187235141,1.482384103,9.23750302,3.776888553,7.311317289,6.597644179,6.857930379,2.538701731,3.607218567,2.129247062,8.939861621,4.372074674,2.674528818,9.043012375,1.000300629,2.534833996,7.621561651,8.998369348,1
8.161046344,1.077550327,7.697286092,6.08876304,5.255544654,1.984992132,3.288129751,1.201536474,9.144176212,6.727033259,1.977379775,3.959929714,2.324017906,6.246069015,6.638408675,2.307014132,4.275402131,3.291787229,2.016603064,5.716021196,6.713300144,8.18990837,2.230031044,2.612559383,5.256760627,7.696791918,9.186216462,2.30480115,9.237523269,1.627105533,4.152035917,1.427540941,6.802276693,6.816606313,7.249724838,9.675849148,7.021348348,4.922523217,1.166665409,1.341008924,5.417330592,9.629341502,6.510159909,1
5.60362256,6.701873782,2.578650756,4.589451985,2.030710803,5.990719616,2.78135005,9.131920195,9.77749383,7.250182682,8.379521518,6.569585822,7.888046232,1.791560048,5.257531088,8.588374798,3.186562033,8.153215494,7.110694539,4.171407319,5.918847608,3.736730187,6.649911433,9.19496497,8.392222109,8.057746719,2.885768322,8.627099393,2.803687603,3.93364388,8.888545593,9.035938536,1.973061495,2.060371926,5.664906266,9.853371726,2.359778259,1.368846221,7.279998398,3.794683827,2.028682958,8.237061531,3.210214453,1
6.127651041,4.327599839,9.964700869,8.787892789,2.116716706,9.61036518,8.187715862,5.298658836,8.315372397,9.927707471,9.927126943,3.459645496,7.990226237,6.968920168,8.276723627,1.763395934,5.798758064,9.460359585,7.645222772,2.185289162,7.33736161,4.607019032,7.215626421,6.774151941,7.489604159,2.659377952,3.914773784,5.801346406,6.487870986,7.73951324,4.29139294,7.172362289,1.263935065,9.557113885,4.245217389,1.87110506,5.423691932,3.971808913,2.973680917,3.489423804,5.073981963,8.752705769,1.3293964,1
6.92275297,7.188892344,8.462613241,8.257713548,8.337918591,7.927934517,7.872764239,7.6085192,8.126682456,1.365073225,1.048068589,4.660631271,1.523181129,8.05069925,3.484608041,9.622979753,6.822108316,9.507917573,1.349221825,3.23782823,9.353886755,4.525641031,9.569600272,2.829743997,6.281044092,5.111448077,1.142793623,5.090397753,9.161769099,4.671630835,1.548775313,4.519267766,9.434866068,4.967904471,8.157946159,4.807065998,9.901179566,2.547803343,9.579415777,5.425979829,9.782594918,9.935631371,8.92117558,1
9.11256447,2.672859448,9.850326746,1.676461741,3.420939714,8.063779311,8.220202094,9.065041391,1.621913933,7.963890232,8.572159545,4.11603671,2.627800329,4.779716832,6.424904338,4.769408515,9.12060122,1.407734164,7.372862327,1.579017871,6.671116954,1.687140227,1.080465145,1.752102803,6.274766798,5.101770642,9.285534179,9.233710365,4.491654272,2.789984411,3.558784846,3.556967116,3.604213952,7.658445338,6.039655312,2.223973892,2.801605751,4.322963587,4.293934558,4.214385763,7.295398331,2.190097926,5.78113939,0
8.56685298,7.425772983,3.047528759,2.248806924,1.241563439,7.397039765,2.568882766,6.815942738,1.402013081,6.053866451,5.63376448,3.948899707,7.512662074,7.450239523,5.38932431,3.746972151,2.8536511,5.80294628,8.391793348,2.564977219,5.978911649,8.898218779,3.055102633,8.903129496,2.21248821,9.14851046,5.359775854,2.480200946,6.712695342,6.202506499,5.7638039,6.186768482,4.266639635,6.69778147,6.076632749,1.987630821,3.120546065,1.466355571,7.753309644,8.625399368,3.339533653,6.401142204,4.465824578,1
7.389874047,8.092659702,7.892980354,2.683307495,7.348895999,7.46847434,8.417400232,3.659656535,3.196293728,9.986143927,2.016315711,6.524312272,5.137939388,4.469097711,6.343133492,5.806819299,1.283627268,2.942215878,2.068280605,7.088918565,3.375713613,6.494661669,1.556945176,8.221497189,7.574374408,1.563078603,4.301638451,6.01684178,7.928075547,9.365221222,5.739397481,7.209847428,8.706388915,3.695386181,6.66732477,5.865889233,3.56325372,7.461787637,4.058833505,5.009474641,7.205921085,5.025864341,6.062943207,0
3.294218719,5.113548673,7.46288509,3.360614116,5.413518778,7.317746142,3.218794646,8.83622243,4.756294046,6.515011717,9.234087711,2.324942353,6.034132727,4.106030159,4.57771032,2.991040678,4.998778617,5.255383556,4.919332533,2.258306969,5.115389051,5.945609529,2.278816666,3.795341412,3.832779277,6.821215636,4.326038281,4.10986319,4.249576224,4.674262504,8.669129672,5.139166497,4.99197183,2.842346156,5.628790431,6.180164377,8.59971695,3.242845147,7.082658482,3.669273083,4.614784887,6.222660917,5.176261485,1
8.639294605,9.076969061,7.918717611,2.109585404,2.148364206,5.113067301,7.792183157,7.626609959,1.010748331,4.027459757,8.754782035,5.126735116,8.034237769,2.758497805,3.309465602,1.263025732,7.269662578,3.450289156,5.345900183,9.421893326,9.542762211,1.657132976,6.146540949,6.373874551,7.890493291,7.956147492,6.91312438,6.205243198,3.693089404,9.770931912,9.953923011,3.369913847,5.934655859,7.592018609,8.425952978,2.580890226,9.220412821,5.088559597,7.980118168,6.569837877,9.705590889,7.42983314,1.824220041,1
6.31326559,3.40684923,5.620273717,8.94295546,2.882674506,7.042616193,1.843923165,6.968662084,1.957491903,9.44756506,4.315389827,6.795276616,6.40961558,8.880978619,5.362733247,6.32769962,5.334598239,9.839616856,3.058538475,1.675267953,1.398769533,9.923974603,1.824031586,4.471917454,8.981456347,6.325055276,3.189355842,1.120190774,9.060799211,7.007852812,5.270437928,3.90363582,3.176163946,6.046291685,6.225775735,3.68177028,1.537353218,2.25924183,3.900243722,4.766702748,9.407443163,4.564053222,9.840789451,0
7.369432762,4.868528986,9.261825002,5.719851409,3.768148925,7.876889908,6.102707214,6.099746676,6.636847205,3.811064107,8.026014167,4.150220058,2.275803674,1.736556804,5.752468224,9.585635721,7.441861083,6.662589338,9.58602808,2.806078771,3.824948419,6.579321744,4.694493308,6.85429891,9.172262621,3.514240667,8.241450514,8.038091756,2.342818469,4.653395714,6.701668082,8.810578108,6.1280472,8.907268841,1.803789371,6.094745546,5.304265661,8.399122307,6.908410472,4.404433753,3.36081103,4.365951905,8.895983526,0
4.917890824,8.803154255,8.343784673,5.766570253,8.969119235,9.741787234,3.081344902,4.053805932,2.279672091,3.048769489,7.510043839,7.725694031,3.741264334,1.829625603,5.959176568,7.571998605,8.847795057,7.884471278,2.551055847,8.16773637,1.289704458,7.969845596,4.341554576,2.831548828,9.365435935,9.618882935,3.448822125,6.672140896,6.463681,6.416928053,4.167314229,7.076124614,1.888131594,6.198964242,6.017614026,6.573905219,3.874529214,5.702825152,8.788371014,5.181225396,3.795055801,6.713249508,8.327162287,1
5.476998143,4.808769749,1.22324445,5.379343168,9.9894725,8.222147665,3.926465537,1.92114908,2.775946781,4.571513871,2.44867652,3.131600543,8.076051384,3.667423504,8.488879099,6.940959116,6.508465799,9.710917643,7.207024228,3.737556992,4.55548713,5.624258318,8.692246723,9.093859196,2.368338227,2.536315179,5.786993908,1.020019942,1.471167273,8.866336353,6.179583516,9.443328486,6.315700022,8.817348201,8.525257681,2.558038391,7.82400718,6.853343614,9.310897052,6.491228692,6.199584836,3.506196584,9.560361955,0
6.5384042,5.028373997,9.110273904,9.361936537,3.833993649,8.160872226,4.273142984,4.34785842,3.306717513,8.876970913,4.622370466,6.065064014,9.249859433,8.283019293,4.526233529,6.872605025,1.88813901,9.362568552,6.492417905,6.732925448,8.939069254,6.023413518,1.735197851,8.559879422,1.225979648,9.096988299,1.979538258,3.19317975,6.894242052,6.553801245,3.72280616,1.922130166,8.654176987,1.486167302,2.002487299,6.844060104,3.980732825,8.304333572,3.792648848,1.553329371,9.50007467,3.821972876,6.518793456,0
4.39129005,6.21318682,7.268847403,6.684661302,2.550971488,5.909758691,4.199086551,8.009108498,1.857499106,9.421867866,8.461309732,2.866452006,8.642909521,3.866562418,3.697635442,5.089230867,1.13571191,7.398215818,4.826931487,5.005127018,6.250336729,3.418637762,6.627641993,3.471487343,5.05733874,1.501740158,4.742311232,2.139731253,4.244296881,7.657739258,6.099317886,5.282401146,9.618775707,4.912267468,3.301718174,8.147113124,5.927023604,7.711641048,1.874611394,8.441231012,1.37707885,4.202417105,6.837696128,0
1.856536663,8.462311493,6.072025438,2.751281182,8.122741793,5.947907519,9.226398347,2.339664606,7.897991663,1.274935596,7.195415361,7.309814704,1.879068147,9.186270866,9.560766433,7.313228399,2.688624807,2.176124409,7.539618179,6.868935065,2.245923108,1.673321603,4.60465668,9.041418514,9.142459675,2.919988315,6.922857369,9.274452852,6.291681807,6.766809324,2.431684057,5.909660985,5.735384722,4.708405093,4.613167306,5.892951504,8.200987336,6.742913896,5.778486949,5.609577014,1.910814754,5.172170554,2.439435431,0
